project_id,project_name,sector_name,activity_id,activity_name,period,BAC,AC,EV,PV,CPI,SPI,CV,SV,source_file
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,KD-MS-1000,Project Start Date,May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,KD-MS-1010,Contract Agreement,May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,KD-MS-1020,IFC Drawing Package,May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MS-1000,Submittal for RFT Rebar,May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-DR-1000,Design Review,May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B01-REP-1000,Submittal for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs  (B01),May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-REP-1000,Submittal for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B02),May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,KD-MOB-1000,Surveying Works,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,KD-MOB-1010,Equipment Mobilization,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,KD-MOB-1020,Site Preparation,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MS-1020,Submittal for Soil Replacement,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MS-1010,Submittal for Plain Concrete,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B01-FOOT-1000,Submittal for PC Raft Conc. Dim. DWGs (B01) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MS-1030,Submittal for Rc Concrete,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B04-FOOT-1000,Submittal for  Waterproofing Layout Plan (B04),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-APP-B01-FOOT-1000,Approval for PC Raft Conc. Dim. DWGs (B01) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-APP-B01-FOOT-1020,Approval for RC Raft & Footings RFT DWGs (B01),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MS-1060,Submittal for cold Crystalline waterproofing for Water tank,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MS-1040,Submittal for Waterproofing,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MS-1050,Submittal for cold applied damp-proofing,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-APP-B02-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B02),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MPOS-1000,P.O for Rebar Patch#1 (Footing & Water tank),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B03-REP-1000,Submittal for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B03),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B01-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs (B01) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B01-FOOT-1030,Submittal for  Waterproofing Layout Plan (B01),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MA-1000,Approval for RFT Rebar,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-APP-B01-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B01),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,CON-B04-WT-1000,Excavation for Water Tank (+198.15) (B04) (Water Tank),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B01-FOOT-1010,Submittal for RC Raft & Footings Conc. Dim. DWGs (B01) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MA-1010,Approval for Soil Replacement,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MA-1020,Approval for Plain Concrete,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-APP-B01-FOOT-1030,Approval for  Waterproofing Layout Plan (B01),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-APP-B04-WT-1000,Approval for PC Raft Conc. Dim. DWGs (B04) (Water Tank),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-FOOT-1000,Submittal for PC Raft Conc. Dim. DWGs (B02) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-APP-B03-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B03),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B04-FOOT-1010,Submittal for PC Raft Conc. Dim. DWGs (B04) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-FOOT-1030,Submittal for  Waterproofing Layout Plan (B02),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,CON-B04-WT-1010,Compaction of Soil (B04) (Water Tank),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,CON-EW-B03-1000,Soil Replacement & Leveling & Compaction (B03),17-May-26,1375892.03,1375892.03,1375892.03,1375892.03,1.0,1.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,CON-EW-B04-1000,Soil Replacement & Leveling & Compaction (B04),17-May-26,1812701.4,1812701.4,1812701.4,1812701.4,1.0,1.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-FOOT-1010,Submittal for RC Raft & Footings Conc. Dim. DWGs (B02) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B03-FOOT-1010,Submittal for PC Raft Conc. Dim. DWGs (B03) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,CON-B04-WT-1020,Shuttering for PC Raft (B04) (Water Tank),17-May-26,138612.75,138612.75,138612.75,138612.75,1.0,1.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B04-FOOT-1020,Submittal for RC Raft & Footings Conc. Dim. DWGs (B04) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B03-FOOT-1000,Submittal for  Waterproofing Layout Plan (B03),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MA-1030,Approval for Rc Concrete,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-APP-B01-FOOT-1010,Approval for RC Raft & Footings Conc. Dim. DWGs (B01),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs (B02) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B03-FOOT-1020,Submittal for RC Raft & Footings Conc. Dim. DWGs (B03) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,CON-B04-WT-1030,Pouring for PC Raft (B04) (Water Tank),17-May-26,323429.75,323429.75,323429.75,323429.75,1.0,1.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MA-1060,Approval for cold Crystalline waterproofing for Water tank,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-BAS02-1000,Submittal for Col. & Walls Conc. Dim.& RFT DWGs (B02) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MA-1040,Approval for Waterproofing,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MA-1050,Approval for cold applied damp-proofing,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MDEL-1020,Delivery for Plain Concrete,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B04-FOOT-1030,Submittal for RC Raft & Footings RFT DWGs (B04) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MDEL-1010,Delivery for Soil Replacement,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,CON-B04-WT-1040,Curing for PC Raft (B04) (Water Tank),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B03-FOOT-1030,Submittal for RC Raft & Footings RFT DWGs (B03) (footing),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MPOS-1010,P.O for  Soil Replacement,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,P-MPOS-1020,P.O for  Plain Concrete,17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-BAS02-1010,Submittal for Stairs Conc. Dim.& RFT DWGs (B02) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-BAS01-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-GR-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (GF),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-1ST-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (1st),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-2ND-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (2nd),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-3RD-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (3rd),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-4TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (4th),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B04-REP-1000,Submittal for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B04),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-BAS02-1020,Submittal for Beams Conc. Dim.& RFT DWGs (B02) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B01-BAS01-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-BAS01-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (GF),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-1ST-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (1st),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
The Big -P.01-UP-20-April-26,ROYA-BIG PROJECT PHASE01 (B1-4),Buildings,E-SUB-B02-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (2nd),17-May-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects\Buildings\The BIG - PH01\01-data\import_templates\evm.csv
